Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Dr. Malcolm Isan	bettertomorrow	dr_malcolm_isan.png	Character	Dragons	Heretic Mathemagician	2	{dra}{dra}	{dra}{pur}{mon}	2			Fixed	dr malcolm isan heretic mathemagician	Unique. Opponents may only play one Event per Main Shot.  Turn and maintain :: Characters you control with an even printed Fighting gain +1 Fighting.	
Maverick Bodyguard	bettertomorrow	maverick_bodyguard.png	Character	Dragons	Inspirational Hero	3	{dra}{dra}	{dra}	3			Fixed	maverick bodyguard inspirational hero	Guts. When an opponent damages this card, put a "Hero" token into play.	
Yingl Bojue	bettertomorrow	yingl_bojue.png	Character	Dragons	Techie Sorcerer	3	{dra}{dra}	{dra}lt{mon}	4			Fixed	yingl bojue techie sorcerer	Unique. Unstoppable. Once per turn, when an effect targets a card you control, you may discard a card of the same type that generated that effect :: Cancel that effect.	
Ace McFadden	bettertomorrow	ace_mcfadden.png	Character	Dragons	Relentless Hero	4	{dra}{dra}{dra}	{dra}	6			Fixed	ace mc fadden relentless hero	Unique. Loyalty. Independent. When this card enters play from your hand, you may play a [dra] Event at no cost from your smoked pile. That card gains Toast It.	
Bunch of Angry Folks with Pipes	bettertomorrow	bunch_of_angry_folks_with_pipes.png	Character	Dragons	Fed Up Townies	4	{dra}{dra}{dra}	{dra}	5			Fixed	bunch angry folk pipe fed up townies	Guts. Toughness: 1. +1 Fighting for each player with a card in their Burned For Victory pile.	
Portal Crawler	bettertomorrow	portal_crawler.png	Character	Dragons	Netherworld Scout	4	{dra}{dra}{dra}	{dra}t	6			Fixed	portal crawler netherworld scout	When this card is played from your hand, smoke all Edges. This card gains +1 Fighting until it leaves play for each Edge you control that is smoked in this way.	
Snowmark	bettertomorrow	snowmark.png	Character	Dragons	Redeemed Corporate Samurai	5	{dra}{dra}{dra}	{dra}{sev}tc	6			Fixed	snowmark redeemed corporate samurai	Unique. Ambush. Independent.  While any opponent is closer to victory than you, this card has +1 Fighting and while intercepting, it inflicts its combat damage at the same time an attacker with Ambush would.	
The Warrior	bettertomorrow	the_warrior.png	Character	Dragons	Gritty Biker	5	{dra}{dra}{dra}	{dra}	8			Fixed	warrior gritty biker	Unique. Unstoppable. Mobility. Once per turn when this card is targeted by an Event, you may change the target of that Event to any legal target you control.	
Rolling Battle	bettertomorrow	rolling_battle.png	Edge	Dragons	Edge	2		{dra}				Fixed	rolling battle	Except in response to an effect that would remove this card from play, sacrifice :: Inflict 2 Unstoppable non-combat damage on all Characters in play.	
Going Down Fighting	bettertomorrow	going_down_fighting.png	Edge	Dragons	Edge	0	{dra}{dra}					Fixed	going down fighting	When an opponent reduces the Body of a Feng Shui Site you control to 0, all Characters you control gain +1 Fighting until they leave play, if that opponent is now closer to victory than you.	
Jenny Zheng's Gambit	bettertomorrow	jenny_zhengs_gambit.png	Event	Dragons	Event	0	{dra}{dra}	{dra}c				Fixed	jenny zheng gambit	Play when an opponent who is at least as close to victory as you declares an attack. Target a Character you control :: Unturn target. Until the end of the turn target gains Superleap and can attack during an opponent's turn.	
Driving Force	bettertomorrow	driving_force.png	Event	Dragons	Event	3	{dra}{dra}					Fixed	driving force	Choose a Vehicle and a Character in your smoked pile :: Return the chosen Character to play, then return the chosen Vehicle to play on the Character.	
Evening the Odds	bettertomorrow	evening_the_odds.png	Event	Dragons	Event	0	{dra}{dra}{dra}					Fixed	evening odd	Toast It. Target an opponent :: Gain X Power. X  = the number of Characters controlled by target. The number of Feng Shui Sites you need for victory is increased by one.	
Dust Bowl Donnybrook	bettertomorrow	dust_bowl_donnybrook.png	Event	Dragons	Event	2	{dra}{dra}{dra}					Fixed	dust bowl donnybrook	Choose one: inflict 5 non-combat damage on all Characters with a Fighting of 6 or greater; or inflict 5 non-combat damage on all Characters with a Fighting of 5 or less.	
Unrelenting Attack	bettertomorrow	unrelenting_attack.png	Event	Dragons	Event	1	{dra}{dra}{dra}{dra}					Fixed	unrelenting attack	For the rest of the turn, when an attack is declared, Characters you control gain +1 Fighting until the end of the turn.	
Dying Wish	bettertomorrow	dying_wish.png	State	Dragons	State	1	{dra}					Fixed	dying wish	Toast a Character in your smoked pile when this card enters play or toast this card. Subject Character gains +X Fighting. X = the number of resources required and provided by the toasted Character.	
Interceptor	bettertomorrow	interceptor.png	State	Dragons	State	1	{dra}{dra}					Fixed	interceptor	Vehicle. Subject gains +2 combat damage, Independent, and Mobility. When subject smokes an attacking Character, gain 1 Power.	
Teamwork	bettertomorrow	teamwork.png	State	Dragons	State	6	{dra}{dra}					Fixed	teamwork	Not cumulative. Subject Character gains +7 Fighting and Tactics. Play at -1 cost for each Character you control with a different title.	
Wasteland Gardener	bettertomorrow	wasteland_gardener.png	Character	Guiding Hand	Ascetic Monk	1		hc	1			Fixed	wasteland gardener ascetic monk	When a player generates or gains Power from an Event they played, all other players gain 1 Power.	
Twin Steels	bettertomorrow	twin_steels.png	Character	Guiding Hand	Yellow Principle Gardener	2		h	2			Fixed	twin steel yellow principle gardener	Sentinel. Once per turn, when damage is inflicted on this card, you may redirect 1 point of that damage to a Site you control.	
Kite Sailor	bettertomorrow	kite_sailor.png	Character	Guiding Hand	Wind-Blown Rebel	1	h	h	1			Fixed	kite sailor wind blown rebel	Superleap. Tactics.	
Kung Fu Collaborators	bettertomorrow	kung_fu_collaborators.png	Character	Guiding Hand	Loyalist Peasants	2	h	h	2			Fixed	kung fu collaborator loyalist peasant	Immunity to opponents' Events. +1 Fighting while you have [jam] in your pool. Reduce to 0 any damage this card inflicts on cards you own.	
Kings in Yellow	bettertomorrow	kings_in_yellow.png	Character	Guiding Hand	Capricious Acrobats	3	h	h	4			Fixed	king yellow capricious acrobat	Once per turn, when damage is redirected to a single card, you may instead divide that damage any way you choose on any number of targets controlled by the same player.	
Warrior Poet	bettertomorrow	warrior_poet.png	Character	Guiding Hand	Martial Artist	3	h	hc	3			Fixed	warrior poet martial artist	Superleap. Once per turn, when an opponent plays an Event, you may play an Event or State at -1 cost.	
Peasant Hero	bettertomorrow	peasant_hero.png	Character	Guiding Hand	Rebel Master	4	h	h	6			Fixed	peasant hero rebel master	Combat damage inflicted on this card by Characters with a Fighting of 8 or more is reduced to 0. Target a damaged <Peasant> Character you control and Reload this card :: Heal target.	
Wasteland Sage	bettertomorrow	wasteland_sage.png	Character	Guiding Hand	Peasant Survivor	2	hh	h	2			Fixed	wasteland sage peasant survivor	Opponents' Events played during any Main Shot cost an additional Power to play.	
Wandering Tracker	bettertomorrow	wandering_tracker.png	Character	Guiding Hand	Violet Principle Ranger	3	hh	h	5			Fixed	wandering tracker violet principle ranger	While this card is attacking or intercepting a Character, you may copy the rules text of that Character to this card.	
Xiang Wu	bettertomorrow	xiang_wu.png	Character	Guiding Hand	Violet Master	4	hhh	h	6			Fixed	xiang wu violet master	Unique. Once per turn, you may target a Character :: Copy the rules text from target to this card until the end of the turn. Once per turn, you may target a Character at this location and pay 1 Power :: Cancel target until the end of the turn.	
The Red Turtle	bettertomorrow	the_red_turtle.png	Character	Guiding Hand	Kung Fu Protector	4	hhhh	h	5			Fixed	red turtle kung fu protector	Unique. Superleap. Toughness: 2. Once per turn, when you declare one or more interceptors, gain 1 Power.	
The Master	bettertomorrow	the_master.png	Character	Guiding Hand	Yellow Martial Artist	6	hhhh	hc	9			Fixed	master yellow martial artist	Unique. Unstoppable. Once per turn, you may redirect all damage that would be inflicted on this card by a single source to any undamaged Character.	
Dawning Light	bettertomorrow	dawning_light.png	Edge	Guiding Hand	Edge	1		hc				Fixed	dawning light	When a Character or Site you control unturns, heal 1 damage from that card.	
First, Do No Harm	bettertomorrow	first_do_no_harm.png	Event	Guiding Hand	Yellow Event	0	hh					Fixed	first do no harm yellow	Target a Character or Site :: Redirect one damage that would be inflicted on target to a different Character at this location. If this damage does not smoke that Character, gain 1 Power.	
Voices on the Wind	bettertomorrow	voices_on_the_wind.png	Event	Guiding Hand	Violet Event	2	hh					Fixed	voice wind violet	Limited. Play during an attack against a card you control. You may return up to X Characters from your smoked pile to play. These Characters cannot be sacrificed and you must smoke them at the end of the attack. X = the number of attacking Characters.	
Pushed to the Edge	bettertomorrow	pushed_to_the_edge.png	Event	Guiding Hand	Event	0	hhh					Fixed	pushed	Play when a Character you control is smoked. Return that Character to play turned and immediately inflict X Unstoppable non-combat damage on it. X = that Character's Fighting - 1.	
Revolution	bettertomorrow	revolution.png	Event	Guiding Hand	Peasant Event	2	hhh					Fixed	revolution peasant	Play when you declare an attack.  Target all opponents' Characters with a cost of 1 or 2 :: Take control of all targets until the end of the attack.  All targets turn and join the attack and cannot be sacrificed or toasted.	
Stance of the Wandering Toad	bettertomorrow	stance_of_the_wandering_toad.png	State	Guiding Hand	State	2	h					Fixed	stance wandering toad	Subject Character gains +1 Fighting, Toughness: 1, and Immunity to opponents' Events. Reload: [Asc]0.	
Finding Your Balance	bettertomorrow	finding_your_balance.png	State	Guiding Hand	Red State	1	hh					Fixed	finding your balance red	Schtick. Subject Character gains Superleap. Turn and target a Character at this location :: Target gains Superleap until the end of the turn.	
Sage's Footsteps	bettertomorrow	sages_footsteps.png	State	Guiding Hand	Teacher State	0	hhh					Fixed	sage footstep teacher	Limited. Schtick. Play on a Character. Copy subject Character's bold faced abilities to other Characters you control at this location.	
Absolute Maniacs	bettertomorrow	absolute_maniacs.png	Character	Jammers	Wasteland Fanatics	1		{jam}	1			Fixed	absolute maniac wasteland fanatic	While this card is attacking, all damage inflicted on this card by Characters with a higher Fighting is reduced to 0.	
Netherworld Scavenger	bettertomorrow	netherworld_scavenger.png	Character	Jammers	Resource Thief	2		{jam}t	2			Fixed	netherworld scavenger resource thief	Guts. +3 combat damage against cards controlled by an opponent with 3 or more Power in their pool.	
Rebel Janitors	bettertomorrow	rebel_janitors.png	Character	Jammers	Lowly Saboteurs	1	{jam}	{jam}	1			Fixed	rebel janitor lowly saboteur	When this card inflicts combat damage on a Site you own, you may seize that Site.	
Sand Squid Riders	bettertomorrow	sand_squid_riders.png	Character	Jammers	Wasteland Rebels	2	{jam}	{jam}	2			Fixed	sand squid rider wasteland rebel	Mobility. +X combat damage to Characters and Sites. X = the amount of damage currently on that Character or Site.	
The Scientist	bettertomorrow	the_scientist.png	Character	Jammers	Weird Genetic Botanist	2	{jam}	{jam}t	2			Fixed	scientist weird genetic botanist	Unique. When this card enters play, you may toast a Character in your smoked pile and target a Site :: Copy the rules text of the toasted Character to target until it leaves play. Target does not have Fighting and cannot attack.	
Duct Ape	bettertomorrow	duct_ape.png	Character	Jammers	Simian Ninja	3	{jam}	{jam}	4			Fixed	duct ape simian ninja	Unstoppable. This card gains Stealth during attacks against cards controlled by an opponent with Power in their pool.	
Silverback Law	bettertomorrow	silverback_law.png	Character	Jammers	Cybernetic Simian Revolutionaries	3	{jam}{jam}	{jam}	4			Fixed	silverback law cybernetic simian revolutionary	When you play this card, you may toast exactly one Character from your smoked pile to reduce this card's cost by 1. At the start of your Main Shot, inflict 1 non-combat damage on all Feng Shui Sites in play.	
Giant Sand Squid	bettertomorrow	giant_sand_squid.png	Character	Jammers	Wasteland Burrower	4	{jam}{jam}	{jam}	6			Fixed	giant sand squid wasteland burrower	Mobility. This card gains Stealth while attacking a target at a location with a back-row Site.	
Queen Sand Squid	bettertomorrow	queen_sand_squid.png	Character	Jammers	Wasteland Monster	6	{jam}{jam}{jam}	{jam}	11			Fixed	queen sand squid wasteland monster	Unique. Mobility. Toughness: 1. When this card enters play from your hand, each opponent starting clockwise from you may sacrifice a Site they control. You may return a Site in your smoked pile to play for each opponent that does not sacrifice a Site.	
Killer Kimm	bettertomorrow	killer_kimm.png	Character	Jammers	Punk Bassist	4	{jam}{jam}{jam}{jam}	{jam}	6			Fixed	killer kimm punk bassist	Unique. Guts.  Once per turn, when this card reduces a Site's body to zero, you may unturn this card.	
Jet Pack Jenny	bettertomorrow	jet_pack_jenny.png	Character	Jammers	Supercharged Fanatic	4	{jam}{jam}{jam}t	{jam}t	6			Fixed	jet pack jenny super charged fanatic	Unique. Play during any Main Shot. May attack during opponents' turns. Inflict 2 non-combat damage on this card :: This card gains Superleap until the end of the turn.	
Attack of the Fifty Foot Badger	bettertomorrow	attack_of_the_fifty_foot_badger.png	Character	Jammers	Weird Science Project	6	{jam}{jam}{jam}t	{jam}	7			Fixed	attack fifty foot badger weird science project	Unique. Unstoppable. Toughness: 1. At the start of each turn, this card gains +1 Fighting until it leaves play.	
Aftershocks	bettertomorrow	aftershocks.png	Edge	Jammers	Edge	2		{jam}				Fixed	aftershock	Not Cumulative. Turn when combat damage is inflicted on a Site, and the body of that Site is not reduced to zero :: Play a non-Site card at -1 cost, regardless of type.	
Langur Management Program	bettertomorrow	langur_management_program.png	Edge	Jammers	Edge	2	{jam}{jam}{jam}					Fixed	langur management program	When a Character you control is smoked by an opponent, you may return that Character to play. It gains Toast It and is toasted at the end of the turn.	
Gibbons Moon	bettertomorrow	gibbons_moon.png	Event	Jammers	Event	1	{jam}{jam}					Fixed	gibbon moon	Play in response to a State played on a card you control or an Event that targets a card you control :: Cancel and smoke that card, then put a “Monkey” token into play.	
"What’s the Worst that Could Happen?"	bettertomorrow	whats_the_worst_that_could_happen.png	Event	Jammers	Weird Science Event	2	{jam}{jam}					Fixed	what worst that could happen weird science	Target a Character :: Toast target, and target's controller must cut their deck and play the revealed card at no cost and regardless of type. Reshuffle.	
Underground Underdog	bettertomorrow	underground_underdog.png	Event	Jammers	Event	0	{jam}{jam}{jam}					Fixed	underground underdog	Limited. Toast It. Play during your Main Shot. For each opponent with 2 or more Power in their pool gain 1 Power and you may Reload a card.	
Toxic Spill	bettertomorrow	toxic_spill.png	Event	Jammers Eaters of the Lotus	Event	1	{jam}{jam}{jam}					Fixed	toxic spill	Target a Site :: Inflict 2 Corrupted non-combat damage on target and on all Sites to the left, right, in front of, or behind target.  You may substitute [LOT] for [JAM] when playing this card.	
BOOM-erang	bettertomorrow	boom_erang.png	State	Jammers	State	1	{jam}					Fixed	boom erang	Weapon. Subject Character inflicts +2 combat damage. Once per turn, when you Reload a card, you may target a card at this location :: Inflict 2 non-combat damage on target. Reload: Randomly toast a Character in your smoked pile.	
Suitcase Bomb	bettertomorrow	suitcase_bomb.png	State	Jammers	State	3	{jam}					Fixed	suitcase bomb	Toast It. Crisis: [Jam][Jam][Jam][Jam]2. If you paid the Crisis cost, you may play this card during any Main Shot. Play on a Character. When subject is smoked, smoke all Characters in play.	
Doom Wagon	bettertomorrow	doom_wagon.png	State	Jammers	Tank State	4	{jam}{jam}{jam}t					Fixed	doom wagon tank	Unique. Vehicle. Subject Character gains +6 Fighting, Unstoppable, and Toughness: 1. Turn this card and target a Site to the left, right, or behind the front row Site at this location :: Inflict 2 non-combat damage on target.	
Burning Thorns	bettertomorrow	burning_thorns.png	Character	Eaters of the Lotus	Eunuch Sorcerers	1		l{mon}	1			Fixed	burning thorn eunuch sorcerer	When an attack you declare or join fails, smoke this card. Once per turn, when an attack you join succeeds, you may return exactly one "Burning Thorns" to play. This ability is active in your smoked pile.	
Raider Flamer	bettertomorrow	raider_flamer.png	Character	Eaters of the Lotus	Hood Convoy Gunner	1		l	1			Fixed	raider flamer hood convoy gun ner	Corrupted. Unstoppable. Not a legal subject for Weapon or Vehicle States.	
Wasteland Raiders	bettertomorrow	wasteland_raiders.png	Character	Eaters of the Lotus	Abysmal Hoods	2		l	2			Fixed	wasteland raider abysmal hood	Assassinate. When an opponent gains Power from an Event they played or a Site they control, you may target a card that opponent controls :: Inflict 2 non-combat damage on target.	
Scarred Knife-Thrower	bettertomorrow	scarred_knife_thrower.png	Character	Eaters of the Lotus	Hood Raider	1	l	l	1			Fixed	scarred knife thrower hood raider	When you play one or more Characters other than this one, you may target a Character :: Inflict 1 non-combat damage on target.	
Abysmal Echoes	bettertomorrow	abysmal_echoes.png	Character	Eaters of the Lotus	Geomantic Ghosts	2	l	l	2			Fixed	abysmal echo geomantic ghost	Turn and maintain this card and a Site you control and target an Edge or a Site :: Cancel target.	
Bei Feng Bao	bettertomorrow	bei_feng_bao.png	Character	Eaters of the Lotus	Future Darkness Clone	3	ll	l	4			Fixed	bei bao future darkness clone	Unique. Assassinate. When this card smokes a Character in combat, you may return a non-Unique foundation card from your smoked pile to play.	
Howling Banshee	bettertomorrow	howling_banshee.png	Character	Eaters of the Lotus	Vengeful Spirit	3	ll	l	4			Fixed	howling banshee vengeful spirit	Corrupted. When this card enters play, target a Character :: Cancel target until that card leaves play.	
Kun Kan Khan	bettertomorrow	kun_kan_khan.png	Character	Eaters of the Lotus	Demon Raider Boss	3	lll	l	5			Fixed	kun kan khan demon raider boss	Unique. Immunity to Sites. Once during your Main Shot, you may play a Site from any smoked pile at -1 cost.	
The Sorceress	bettertomorrow	the_sorceress.png	Character	Eaters of the Lotus	Darkness Vizier	5	ll	l{mon}	8			Fixed	sorceress darkness vizier	Unique. Assassinate. When this card is smoked, return it to play as a State on a Character that damaged it this turn with the following rules text: "You control subject Character."	
Abysmal Son	bettertomorrow	abysmal_son.png	Character	Eaters of the Lotus	Underworld Mastermind	4	lll	l	1			Fixed	abysmal son underworld mastermind	Turn and target a Character :: Smoke target.	
Stalking Horrors	bettertomorrow	stalking_horrors.png	Character	Eaters of the Lotus	Darkness Creatures	4	lll	l	6			Fixed	stalking horror darkness creature	Regenerate. Corrupted. +1 combat damage for each Corrupted damage on cards in play.	
Basatan	bettertomorrow	basatan.png	Character	Eaters of the Lotus	Crab Demon	5	lll	l	8			Fixed	basatan crab demon	Unique. Twice per turn, you may sacrifice a non-token Character at this location :: Put 2 "Undead" tokens into play.	
Dark Ruler Ishak	bettertomorrow	dark_ruler_ishak.png	Character	Eaters of the Lotus	Undead Lotus Sorcerer	5	lll{mon}{mon}	l{mon}	7			Fixed	dark ruler ishak undead lotus sorcerer	Unique. Regenerate. Lethal. When this is played from your hand, you may sacrifice another Character you control :: Play a different Character from your smoked pile at -X cost. X = the printed cost of the sacrificed Character.	
Occult Symbols	bettertomorrow	occult_symbols.png	Edge	Eaters of the Lotus	Edge	2		l{mon}				Fixed	occult symbol	Once per turn, when a Character inflicts damage on a Site you control, you may inflict 1 non-combat damage on that Character and all Characters that share a designator with it.	
Bloodbath	bettertomorrow	bloodbath.png	Edge	Eaters of the Lotus	Darkness Edge	2	lll					Fixed	bloodbath darkness	When a Character is smoked or sacrificed, Characters you control gain +1 combat damage until the end of the turn.	
Revivication Shard	bettertomorrow	revivication_shard.png	Edge	Eaters of the Lotus	Unearthly Edge	2	ll					Fixed	revivication shard unearthly	Once per turn, when a player returns a Character to play or plays one or more Characters from a player's smoked pile, gain 1 power.	
Pyrrhic Victory	bettertomorrow	pyrrhic_victory.png	Event	Eaters of the Lotus	Eunuch Event	0	l	l				Fixed	pyrrhic victory eunuch	Play after a player makes a successful attack :: The attack is instead considered a failed attack, and that player may declare no further attacks this turn.  When an attack you declare succeeds, you may Reload this card.	
Desecrated Graves	bettertomorrow	desecrated_graves.png	Event	Eaters of the Lotus	Event	0	ll					Fixed	desecrated grave	Toast X Characters in your smoked pile :: Toast X non-foundation cards in each opponent's smoked pile.	
Empty Gesture	bettertomorrow	empty_gesture.png	Event	Eaters of the Lotus	Event	0	ll					Fixed	empty gesture	Limited. Target an opponent :: Gain 1 Power and put an "Undead" token into play under target's control.	
Guest of Honor	bettertomorrow	guest_of_honor.png	Event	Eaters of the Lotus	Cannibal Event	1	ll					Fixed	guest honor cannibal	Randomly toast a Character in your smoked pile and target a Character :: Smoke Target.	
Branded	bettertomorrow	branded.png	Event	Eaters of the Lotus	Event	3	llll					Fixed	branded	Take control of all damaged Characters until the end of the turn.	
Abandoned Metro Tunnels	bettertomorrow	abandoned_metro_tunnels.png	Site	Eaters of the Lotus	Site	1	l	l		1	5	Fixed	abandoned metro tunnel	Damage inflicted on Characters at this location is Corrupted.	
Curse of Misfortune	bettertomorrow	curse_of_misfortune.png	State	Eaters of the Lotus	State	0	ll					Fixed	curse misfortune	Limited. Play on an opponent's Character. All Events that could legally target subject must target subject. Immediately smoke this card if another "Curse of Misfortune" enters play.	
Demonic Heritage	bettertomorrow	demonic_heritage.png	State	Eaters of the Lotus	State	3	ll					Fixed	demonic heritage	Subject Character gains +5 Fighting, Regenerate, and the designator <Demon>.	
Road Warriors	bettertomorrow	road_warriors.png	Character	Four Monarchs	Thunder Soldiers	2		{arc}	2			Fixed	road warrior thunder soldier	Once per turn, gain 1 Power when a card that is the subject of a State is smoked. You may ignore resource conditions when playing Vehicle States.	
